Currency_Code,Currency_Description," Number of FCEs
 ",National_Average_Unit_Cost,Total Costs,No. Data Submissions,
FD11D,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 6+",264,6164.00,1627283.00,91,"£2,003,949.89"
FD11E,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 3-5",400,3834.00,1533689.00,104,"£95,784.41"
FD11F,"Malignant Gastrointestinal Tract Disorders with Single Intervention, with CC Score 0-2",731,3291.00,2405576.00,119,"£147,035.45"
FD11G,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 9+",382,4176.00,1595171.00,90,"£93,857.40"
FD11H,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 5-8","1,256",2926.00,3675132.00,119,"£95,397.70"
FD11J,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 3-4","1,783",2197.00,3917952.00,120,"£772,086.18"
FD11K,"Malignant Gastrointestinal Tract Disorders without Interventions, with CC Score 0-2","4,498",1907.00,8578880.00,133,"£78,768.42"
FE01Z,"Complex Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures",356,3481.00,1239069.00,65,"£249,689.81"
FE02A,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 3+",108,3380.00,365023.00,50,"£804,779.53"
FE02B,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 1-2",156,3130.00,488274.00,50,"£207,794.68"
FE02C,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over, with CC Score 0",176,2587.00,455295.00,54,"£77,222.94"
FE02F,"Major Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 18 years and under",57,3445.00,196351.00,19,"£559,327.86"
FE03A,"Intermediate Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 19 years and over","1,622",1187.00,1924977.00,120,"£328,584.13"
FE03B,"Intermediate Therapeutic Endoscopic, Upper or Lower Gastrointestinal Tract Procedures, 18 years and under",82,2237.00,183396.00,20,"£219,793.34"
FE10A,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 7+,132,5320.00,702284.00,68,"£647,685.27"
FE10B,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 4-6,359,2820.00,1012256.00,100,"£1,003,877.50"
FE10C,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 1-3,843,2049.00,1726924.00,121,"£3,669,970.81"
FE10D,Endoscopic Insertion of Luminal Stent into Gastrointestinal Tract with CC Score 0,306,1763.00,539538.00,92,"£2,243,160.90"
FE11A,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 9+",9,4984.00,44853.00,9,"£2,162,019.79"
FE11B,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 6-8",25,4323.00,108085.00,20,"£2,173,960.38"
FE11C,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 3-5",62,2895.00,179520.00,37,"£1,137,931.28"
FE11D,"Endoscopic, Sclerotherapy or Rubber Band Ligation, of Lesion of Upper Gastrointestinal Tract, with CC Score 0-2",268,2833.00,759291.00,61,"£705,504.73"
FE12A,"Endoscopic Insertion of Gastrostomy Tube, 19 years and over","1,603",1177.00,1887285.00,118,"£571,855.96"
FE12B,"Endoscopic Insertion of Gastrostomy Tube, 18 years and under",574,2351.00,1349533.00,35,"£132,814.75"
FE13Z,"Endoscopic Insertion of, Gastrojejunostomy or Jejunostomy Tube",195,1327.00,258813.00,58,"£635,358.37"
FE20Z,"Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","1,093",1138.00,1244364.00,125,"£130,069.98"
FE21Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures with Biopsy, 19 years and over","4,420",725.00,3205691.00,131,"£295,149.56"
FE22Z,"Diagnostic Endoscopic Upper Gastrointestinal Tract Procedures, 19 years and over","2,874",737.00,2118315.00,125,"£1,960,186.59"
FE23C,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, between 5 and 18 years",875,1754.00,1534804.00,56,"£2,786,024.62"
FE23D,"Endoscopic or Intermediate, Upper Gastrointestinal Tract Procedures, 4 years and under",723,1731.00,1251840.00,52,"£1,810,895.32"
FE30Z,"Therapeutic Colonoscopy, 19 years and over","3,303",812.00,2682844.00,127,"£696,751.64"
FE31Z,"Diagnostic Colonoscopy with Biopsy, 19 years and over","3,325",772.00,2566215.00,129,"£226,066.89"
FE32Z,"Diagnostic Colonoscopy, 19 years and over","3,884",732.00,2841548.00,128,"£1,135,757.91"
FE33Z,"Therapeutic Flexible Sigmoidoscopy, 19 years and over",680,933.00,634329.00,104,"£1,824,806.39"
FE34Z,"Diagnostic Flexible Sigmoidoscopy with Biopsy, 19 years and over","1,087",822.00,893412.00,117,"£435,643.33"
FE35Z,"Diagnostic Flexible Sigmoidoscopy, 19 years and over","2,290",700.00,1602028.00,126,"£1,995,790.53"
FE36Z,"Diagnostic or Therapeutic, Rigid Sigmoidoscopy, 19 years and over",108,1200.00,129625.00,54,"£3,261,806.94"
FE37C,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, between 5 and 18 years",314,2463.00,773306.00,60,"£7,423,583.65"
FE37D,"Endoscopic or Intermediate, Lower Gastrointestinal Tract Procedures, 4 years and under",107,2173.00,232550.00,23,"£5,509,974.85"
FE40Z,"Therapeutic, Upper Gastrointestinal Tract Endoscopic Procedure with Colonoscopy, 19 years and over",454,925.00,419733.00,90,"£2,323,802.41"
FE41Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Colonoscopy, with Biopsy, 19 years and over","1,355",925.00,1253298.00,110,"£5,056,842.89"
FE42Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Colonoscopy, 19 years and over",204,892.00,181929.00,56,"£9,783,658.50"
FE43Z,"Therapeutic, Upper Gastrointestinal Tract Endoscopic Procedure with Sigmoidoscopy, 19 years and over",40,813.00,32514.00,21,"£11,740,620.73"
FE44Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Sigmoidoscopy, with Biopsy, 19 years and over",195,865.00,168601.00,60,"£1,115,757.73"
FE45Z,"Diagnostic, Upper Gastrointestinal Tract Endoscopic Procedure with Sigmoidoscopy, 19 years and over",55,741.00,40778.00,31,"£1,376,124.35"
FE46Z,"Upper Gastrointestinal Tract Endoscopic Procedure, with Colonoscopy or Sigmoidoscopy, 18 years and under",671,2778.00,1864298.00,33,"£336,923.74"
FE50A,"Wireless Capsule Endoscopy, 19 years and over",250,991.00,247843.00,32,"£594,915.99"
FE50B,"Wireless Capsule Endoscopy, 18 years and under",55,2319.00,127563.00,13,"£433,225.41"
FF01A,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 6+",268,19261.00,5161850.00,53,"£383,864.44"
FF01B,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 3-5",304,12962.00,3940551.00,57,"£2,941,561.60"
FF01C,"Very Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-2",724,9807.00,7100377.00,84,"£3,177,237.72"
FF02A,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4+",735,11519.00,8466182.00,91,"£2,269,295.87"
FF02B,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",911,8108.00,7386503.00,90,"£1,221,390.04"
FF02C,"Complex, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1","2,248",6033.00,13562136.00,118,"£603,125.56"
FF03A,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 2+",39,8507.00,331762.00,14,"£934,195.96"
FF03B,"Very Complex or Complex, Oesophageal, Stomach or Duodenum Procedures, 18 years and under, with CC Score 0-1",77,6596.00,507862.00,25,"£2,039,416.00"
FF04A,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 7+",62,8107.00,502631.00,41,"£895,324.91"
FF04B,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 4-6",127,5973.00,758616.00,62,"£4,925,277.31"
FF04C,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 2-3",455,5326.00,2423265.00,107,"£5,473,300.72"
FF04D,"Major, Oesophageal, Stomach or Duodenum Procedures, 19 years and over, with CC Score 0-1","1,708",4309.00,7360250.00,120,"£9,690,127.04"
FF04E,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 1+",249,7378.00,1837133.00,24,"£12,674,402.37"
FF04F,"Major, Oesophageal, Stomach or Duodenum Procedures, between 2 and 18 years, with CC Score 0",166,4763.00,790728.00,28,"£4,384,066.59"
FF04G,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 1+",118,7308.00,862400.00,19,"£8,521,074.51"
FF04H,"Major, Oesophageal, Stomach or Duodenum Procedures, 1 year and under, with CC Score 0",49,4977.00,243863.00,17,"£25,581,984.28"
FF05Z,"Intermediate Upper Gastrointestinal Tract Procedures, 19 years and over",499,623.00,311126.00,78,"£74,004,376.05"
FF10Z,Complex Surgical Procedures for Obesity,"1,278",6336.00,8097602.00,42,"£3,965,099.67"
FF11Z,Major Surgical Procedures for Obesity,"2,166",5485.00,11880708.00,42,"£10,737,704.93"
FF12Z,Sleeve Gastrectomy for Obesity,"2,093",5308.00,11108745.00,53,"£29,616,606.71"
FF13Z,Gastric Band Procedures for Obesity,557,3801.00,2117225.00,55,"£4,100,445.80"
FF14Z,Adjustment of Gastric Band for Obesity,25,2225.00,55631.00,11,"£11,381,867.65"
FF20A,"Complex Small Intestine Procedures, 19 years and over, with CC Score 7+",235,17823.00,4188477.00,84,"£1,942,114.95"
FF20B,"Complex Small Intestine Procedures, 19 years and over, with CC Score 3-6",410,12069.00,4948180.00,97,"£3,621,944.97"
FF20C,"Complex Small Intestine Procedures, 19 years and over, with CC Score 0-2",376,9361.00,3519653.00,98,"£4,105,624.80"
FF20D,"Complex Small Intestine Procedures, 18 years and under",38,21097.00,801687.00,16,"£1,068,009.00"
FF21A,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 8+",170,13768.00,2340522.00,75,"£741,806.77"
FF21B,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 5-7",306,9100.00,2784495.00,98,"£451,273.57"
FF21C,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 2-4",993,7322.00,7270409.00,129,"£445,984.28"
FF21D,"Very Major Small Intestine Procedures, 19 years and over, with CC Score 0-1",870,6217.00,5408560.00,126,"£547,195.21"
FF22A,"Major Small Intestine Procedures, 19 years and over, with CC Score 7+",291,8697.00,2530867.00,101,"£493,279.75"
FF22B,"Major Small Intestine Procedures, 19 years and over, with CC Score 4-6",829,6569.00,5445754.00,125,"£1,159,663.15"
FF22C,"Major Small Intestine Procedures, 19 years and over, with CC Score 2-3","1,886",5420.00,10221265.00,131,"£5,226,029.04"
FF22D,"Major Small Intestine Procedures, 19 years and over, with CC Score 0-1","2,254",4602.00,10371824.00,131,"£4,024,864.72"
FF23A,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 2+",135,9229.00,1245957.00,33,"£7,722,234.17"
FF23B,"Very Major or Major, Small Intestine Procedures, between 2 and 18 years, with CC Score 0-1",162,6429.00,1041515.00,40,"£6,917,457.55"
FF23C,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 3+",46,10648.00,489804.00,18,"£6,146,616.81"
FF23D,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 1-2",90,7111.00,640014.00,21,"£13,076,184.15"
FF23E,"Very Major or Major, Small Intestine Procedures, 1 year and under, with CC Score 0",47,6603.00,310348.00,20,"£240,228.19"
FF30A,Very Complex Large Intestine Procedures with CC Score 9+,359,20071.00,7205347.00,104,"£535,628.23"
FF30B,Very Complex Large Intestine Procedures with CC Score 6-8,420,15706.00,6596486.00,117,"£1,290,554.38"
FF30C,Very Complex Large Intestine Procedures with CC Score 3-5,992,12961.00,12857702.00,129,"£834,595.96"
FF30D,Very Complex Large Intestine Procedures with CC Score 0-2,"1,557",10727.00,16701767.00,133,"£521,742.37"
FF31A,"Complex Large Intestine Procedures, 19 years and over, with CC Score 9+",372,14651.00,5450089.00,111,"£389,068.44"
FF31B,"Complex Large Intestine Procedures, 19 years and over, with CC Score 6-8",839,11377.00,9545011.00,130,"£436,406.20"
FF31C,"Complex Large Intestine Procedures, 19 years and over, with CC Score 3-5","2,967",9703.00,28788328.00,133,"£787,415.84"
FF31D,"Complex Large Intestine Procedures, 19 years and over, with CC Score 0-2","9,087",8367.00,76035021.00,133,"£2,212,364.69"
FF32A,"Proximal Colon Procedures, 19 years and over, with CC Score 6+",655,9087.00,5951983.00,121,"£8,837,564.34"
FF32B,"Proximal Colon Procedures, 19 years and over, with CC Score 3-5","1,896",7601.00,14411431.00,131,"£14,969,680.66"
FF32C,"Proximal Colon Procedures, 19 years and over, with CC Score 0-2","4,653",6823.00,31748796.00,131,"£7,466,230.82"
FF33A,"Distal Colon Procedures, 19 years and over, with CC Score 3+",727,7554.00,5491688.00,125,"£245,808.15"
FF33B,"Distal Colon Procedures, 19 years and over, with CC Score 0-2","2,228",6204.00,13823433.00,129,"£2,085,156.92"
FF34A,"Major Large Intestine Procedures, 19 years and over, with CC Score 3+",322,6102.00,1964925.00,105,"£3,571,353.39"
FF34B,"Major Large Intestine Procedures, 19 years and over, with CC Score 1-2",719,5002.00,3596643.00,126,"£7,252,593.72"
FF34C,"Major Large Intestine Procedures, 19 years and over, with CC Score 0",796,4415.00,3514736.00,119,"£2,272,186.79"
FF35A,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 1+",140,10614.00,1485944.00,35,"£649,141.34"
FF35B,"Complex or Major, Large Intestine Procedures, between 2 and 18 years, with CC Score 0",74,8224.00,608590.00,29,"£822,106.14"
FF35C,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 1+",96,10777.00,1034570.00,19,"£1,402,367.15"
FF35D,"Complex or Major, Large Intestine Procedures, 1 year and under, with CC Score 0",62,9203.00,570590.00,20,"£1,185,567.77"
FF36Z,"Intermediate Large Intestine Procedures, 19 years and over","1,466",1936.00,2838211.00,130,"£1,214,943.98"
FF37A,"Appendicectomy Procedures, 19 years and over, with CC Score 5+",30,8774.00,263210.00,22,"£1,244,029.58"
FF37B,"Appendicectomy Procedures, 19 years and over, with CC Score 3-4",86,3959.00,340486.00,56,"£2,796,440.46"
FF37C,"Appendicectomy Procedures, 19 years and over, with CC Score 1-2",399,3491.00,1392910.00,105,"£581,771.68"
FF37D,"Appendicectomy Procedures, 19 years and over, with CC Score 0",554,3029.00,1677928.00,119,"£1,863,227.97"
FF37E,"Appendicectomy Procedures, 18 years and under, with CC Score 3+",22,5554.00,122187.00,14,"£2,861,788.59"
FF37F,"Appendicectomy Procedures, 18 years and under, with CC Score 1-2",91,3668.00,333761.00,35,"£11,021,643.33"
FF37G,"Appendicectomy Procedures, 18 years and under, with CC Score 0",164,3357.00,550615.00,57,"£733,355.76"
FF40A,"Major Anal Procedures, 19 years and over, with CC Score 1+",449,3018.00,1354861.00,116,"£2,652,225.90"
FF40B,"Major Anal Procedures, 19 years and over, with CC Score 0",808,2320.00,1874925.00,114,"£4,713,957.62"
FF40C,"Major Anal Procedures, 18 years and under",184,4744.00,872969.00,56,"£7,690,280.41"
FF41A,"Intermediate Anal Procedures, 19 years and over, with CC Score 3+",356,3444.00,1225917.00,107,"£860,179.00"
FF41B,"Intermediate Anal Procedures, 19 years and over, with CC Score 1-2","1,088",1916.00,2084944.00,124,"£1,183,464.79"
FF41C,"Intermediate Anal Procedures, 19 years and over, with CC Score 0","2,747",1678.00,4609324.00,130,"£1,041,376.15"
FF41D,"Intermediate Anal Procedures, 18 years and under",329,2544.00,837116.00,82,"£1,533,433.93"
FF42Z,Minor Anal Procedures,991,1564.00,1550137.00,126,"£1,621,587.13"
FF43Z,Minimal Anal Procedures,318,1390.00,442117.00,100,"£2,727,786.65"
FF47Z,Insertion of Neurostimulator for Treatment of Faecal Incontinence,48,3195.00,153356.00,14,"£1,308,399.37"
FF48Z,Insertion of Neurostimulator Electrodes for Treatment of Faecal Incontinence,27,2019.00,54526.00,14,"£3,880,888.05"
FF50A,Complex General Abdominal Procedures with CC Score 6+,69,17915.00,1236105.00,45,"£4,511,859.84"
FF50B,Complex General Abdominal Procedures with CC Score 3-5,107,8776.00,939015.00,62,"£10,049,723.24"
FF50C,Complex General Abdominal Procedures with CC Score 0-2,216,7083.00,1529997.00,70,"£1,702,163.04"
FF51A,"Major General Abdominal Procedures, 19 years and over, with CC Score 10+",61,11864.00,723702.00,41,"£1,119,368.46"
FF51B,"Major General Abdominal Procedures, 19 years and over, with CC Score 6-9",179,8777.00,1571156.00,76,"£197,751.31"
FF51C,"Major General Abdominal Procedures, 19 years and over, with CC Score 3-5",625,6411.00,4006849.00,122,"£51,527.15"
FF51D,"Major General Abdominal Procedures, 19 years and over, with CC Score 1-2","1,413",5172.00,7307423.00,132,"£260,639.67"
FF51E,"Major General Abdominal Procedures, 19 years and over, with CC Score 0","1,471",4213.00,6197310.00,124,"£154,598.24"
FF51F,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 1+",55,10367.00,570189.00,17,"£674,031.29"
FF51G,"Major General Abdominal Procedures, between 2 and 18 years, with CC Score 0",34,5559.00,189016.00,22,"£398,625.21"
FF51H,"Major General Abdominal Procedures, 1 year and under, with CC Score 2+",20,9603.00,192065.00,11,"£141,433.10"
FF51J,"Major General Abdominal Procedures, 1 year and under, with CC Score 0-1",20,5561.00,111215.00,10,"£225,861.87"
FF52A,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 3+",225,5088.00,1144907.00,101,"£457,197.86"
FF52B,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 1-2",401,3610.00,1447447.00,116,"£1,003,296.81"
FF52C,"Intermediate Therapeutic General Abdominal Procedures, 19 years and over, with CC Score 0",426,2839.00,1209472.00,118,"£4,350,481.61"
FF52D,"Intermediate Therapeutic General Abdominal Procedures, 18 years and under",57,5195.00,296136.00,27,"£6,036,275.89"
FF53A,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 19 years and over","3,674",1332.00,4895369.00,133,"£5,602,624.13"
FF53B,"Minor Therapeutic or Diagnostic, General Abdominal Procedures, 18 years and under",51,2162.00,110251.00,29,"£6,947,241.01"
